title,url,company,address,salary,experience,education,tags,fuli,detail
三维重建算法工程师,https://www.lagou.com/jobs/4316315.html,"道通智能航空
该企业已上传营业执照并通过资质验证审核",深圳·南山区,"20k-40k
经验不限",硕士,"""""",[],"“绩效奖金,年终奖,技术大牛,氛围好”","职位描述：
岗位职责：
设计并实现用于三维重建的SfM算法
任职资格：
1、有三维重建、SFM、SLAM、增强现实算法、视觉测量、三维扫描、成像系统、传感器融合或相关领域的经验。
2、在SIGGRAPH、CVPR、ICCV、ICCP、SPIE、JOSA等相关期刊发表过相关论文优先考虑。
3、计算机视觉、机器学习、统计学等相关专业硕士/博士学历优先。"
C++高级软件工程师（导航）,https://www.lagou.com/jobs/4506984.html,"猎户星空
该企业已上传营业执照并通过资质验证审核",北京·团结湖,"25k-35k
经验5-10年",硕士,"年度旅游
弹性工作
领导好
五险一金",[],"“发展前景好,高薪”","职位描述：
工作职责：
1.    负责室内导航算法软件架构设计与深度优化
2.    按照项目计划，按时提交高质量代码，完成开发任务
  职责要求：
1.    精通Linux下C++开发语言，熟悉设计模式，有软件架构能力，熟悉面向对象设计方法
2.    5年以上研发经验，熟悉多进程、多线程、网络通信等技术
3.    良好的团队合作精神，较强的沟通能力
4.    有过室内导航相关产品研发经验者优先
5.    熟悉ROS平台或SLAM相关算法者优先"
算法工程师,https://www.lagou.com/jobs/5182989.html,初遇宝贝电商,深圳·南山区,"20k-40k
经验5-10年",本科,"年底双薪
股票期权
定期体检
带薪年假",[],“薪酬高”,"职位描述：
岗位职责：
计算机视觉/图像相关算法的设计，开发与调试与性能调优。
前沿深度学习视觉算法的跟踪、实现与优化。

任职要求：
1.计算机、图像算法、模式识别、数学类等相关专业，1年以上相关工作经验。
2.精通常见的计算机视觉、图像处理、机器学习算法、了解深度学习相关概念。
3.具备扎实的编程基础与数学基础，熟悉常用数据结构与算法。
4.熟练使用python、matlab、c/c++、java、go 中至少一种。
5.熟练使用opencv、opencl、caffe、tensorflow等库。
6.有较强的文献阅读和算法实现能力。
7有良好的团队合作和沟通能力。
8.有以下相关经验优先：有过三维重建、SLAM或目标跟踪/检测等相关项目经历优先;具备深度学习实际项目经验的优先;开源社区参与者和贡献者优先;发表过相关论文的优先。"
算法工程师（自动驾驶）,https://www.lagou.com/jobs/4880864.html,"惠尔海工
该企业已上传营业执照并通过资质验证审核",深圳·海上世…,"15k-30k
经验1-3年",硕士,"人工智能
机器学习
深度学习",[],"“百度工程师,剑桥研究生,华为工程师,精英团队”","职位描述：
岗位职责：
1、负责自动驾驶自主导航相关算法的研发，包括定位、建图、探索、路径规划和避障等。
2、负责算法的移植、优化和产品化等相关工作。
3、学习掌握业界前沿的研究成果，并转化为工程可实现的算法。
4、撰写发明专利、技术规范和软件文档，为工程和市场人员提供技术支持。
  岗位要求：
1、硕士及以上，具备扎实的数学基础。
2、具备一年以上的SLAM算法工作经验，熟悉激光SLAM或视觉SLAM者优先考虑。
3、从事过扫地机器人、无人驾驶、AGV，无人机等开发并成功推向市场的优先。
4、熟悉机器人自主导航中的路径规划，定位建图算法及探索规划导航算法等。
5、精通C/C++，具有扎实的代码功底和实战能力。
6、具有良好的沟通能力和表达能力，有较强的英文资料阅读能力
7、正直诚信，具有团队合作精神，具有较强的责任心和工作热情，学习和抗压能力强
 "
人脸识别算法工程师,https://www.lagou.com/jobs/4750965.html,"中科博宏
该企业已上传营业执照并通过资质验证审核",北京·朝阳区,"30k-60k
经验3-5年",硕士,"人工智能
深度学习
计算机视觉
模式识别",[],"“中科院孵化,职业规划,科研奖励”","职位描述：
职位描述
1. 推进计算机视觉和深度学习领域的核心算法；
2. 构建计算机视觉或深度学习领域的关键应用；
3. 推动计算机视觉&机器学习算法在众多商业实际应用领域的性能优化和落地；
4. 负责计算机视觉&机器学习（包括深度学习）算法的开发与性能提升（检测、跟踪、分类、语义分割、深度估计、图像处理、视频分析、3D图形与视觉、SLAM、强化学习、自然语言理解、机器人技术相关算法等）；
5. 提出和实现最前沿的算法，保持算法在学术界的领先。
6. 负责物体检测（人脸，车辆、OCR）、分类、跟踪、识别、图像理解、图像质量评估和增强，视频分析等前沿技术研发和实现。

任职要求：
1. 过硬的科研背景：深度学习/机器学习；计算机视觉（包括分类，检测，分割，跟踪，和三维重建）；图像或信号处理；计算摄影学和计算机图形学；
2. 扎实的编程基础；
3. 熟悉本研究领域的最新研究成果，公开数据集，和相关的开源系统；
4. 有很强的自学能力和独立思考能力，善于思考和表达自己的想法；同时又具备良好的团队合作精神；
5. 熟悉 Python 等至少一门脚本语言，使用过 Theano，Caffe，Torch，TensorFlow 等开源深度学习框架优先；
6. 有深度模型训练，图像分类、物体检测与分割、视频分析、三维建模、计算机图形学等相关科研经历者（例如顶级会议第一作者）优先；"
图像算法工程师/视觉算法工程师,https://www.lagou.com/jobs/2583351.html,"XAG极飞科技
该企业已上传营业执照并通过资质验证审核",广州·天河区,"10k-20k
经验不限",本科,"计算机视觉
图像处理",[],“快速发展、潜力大、办公环境温馨、高薪福利”,"职位描述：
岗位职责：
1、负责多视图几何、三维重建、SLAM相关算法的研发；
2、负责与嵌入式工程师对接完成算法的移植；
3、负责机器人计算机视觉前沿技术的预研。

任职资格
1、精通C/C++等编程语言，熟悉常用的数据结构；
2、数学基础良好，掌握常用的线性代数、矩阵分析相关知识和库；
3、至少具有以下一种专业背景（计算机视觉、多视图几何、移动机器人导航与控制、图像处理、数学），对本专业领域知识有良好的掌握；
4、至少具有以下一方面的开发经验（ROS、OpenCV、SLAM）,至少有一个项目在此基础上的进行算法实现或仿真；
5、熟悉linux系统，了解常用的算法开发平台；
6、本专业领域硕士以上学历或者本科具有2年以上相关工作经验。"
无人车-计算机视觉算法研究员/高级专家,https://www.lagou.com/jobs/3772865.html,"美团点评
该企业已上传营业执照并通过资质验证审核",北京·朝阳区,"30k-60k
经验3-5年",本科,模式识别,[],"“无人车,自动驾驶,战略项目,前沿挑战”","职位描述：
工作地点：北京
工作职责：
• 用视觉识别和理解复杂环境，为视觉主导的无人驾驶系统在感知和定位方提供强有力的支撑
职位要求：
• 有扎实的图像分析和模式识别理论基础，精通目标检测、跟踪、识别等常见的
计算机视觉处理任务
• 有扎实的数学基础，精通常见的几何、统计学等，并熟悉这些技术在图像识别领域中的应用
• 有很强的工程能力，精通 C++ 语言以及至少另一种常见编程语言
• 对计算机结构有深刻的认识，能够开发高性能、实时运行的图像处理软件
• 有发明创造的理想和热情，致力于创造解决实际问题的视觉感知技术
优先考虑：
• 熟悉visual SLAM 等在机器人定位和导航领域中常用的经典方法
• 熟悉stereo ， structured light， ToF 等三维成像原理和方法
• 熟悉高性能运算加速工具如 Neon 以及GPGPU 技术如 GLES， CUDA 和OpenCL 等
• 发表过CVPR/ECCV/ICCV/NIPS/ICML 等视觉和 AI 领域会议文章
• 熟悉图像识别领域的常见工具如 OpenCV 、PCL等"
计算机视觉算法工程师,https://www.lagou.com/jobs/5126598.html,"星舆科技
该企业已上传营业执照并通过资质验证审核",广州·员村,"15k-30k
经验1-3年",本科,"图像处理
模式识别",[],"“高速成长,扁平化,行业前景佳,科研氛围”","职位描述：
岗位职责：
1.负责公司视觉slam的开发。
2.基于特征点与光流法的前端slam改进。
3.构建关键帧拓扑图，基于g2o或者ceres的后端优化。
4.负责代码优化，文档整理。
任职要求：
1.两年以上相关工作经验，本科或以上学历，计算机，自动化，通信，数学等相关专业。
2.熟悉视觉相关的特征点提取，光流等算法。
3.熟悉dbow2词袋的应用。
4.熟悉c/c++，或者python等语言。
5.做过slam机器相关，了解多视角几何的加分。"
导航算法工程师,https://www.lagou.com/jobs/5260152.html,"Venii机器人
该企业已上传营业执照并通过资质验证审核",成都·高新区,"15k-25k
经验3-5年",本科,"模式识别
计算机视觉
人工智能",[],“餐补 交通补 晚餐补 五险一金”,"职位描述：
岗位职责：
1、参与机器人路径规划导航算法的研究和开发；
2、机器人系统SLAM算法研究；
3、随时跟踪机器人智能领域的发展方向和趋势；
4、算法的数学计算的简化；
5、上级主管交办的其他工作；

任职资格：
1、机器视觉、数学、电子、通信或计算机等相关专业硕士及以上学历；
2、熟悉C/C++、MATLAB或openCV，熟悉常用的图像处理算法，有slam研究经验（硬性条件）；
3、具有扎实的数学功底，对机器人领域有浓厚的兴趣，在计算机视觉或机器人相关领域发表论文者优先；
4、对机器人领域有浓厚的兴趣，有实际项目经验或参与过电子类竞赛者优先；
5、能独立工作并承担工作压力，良好的沟通能力。"
资深视觉算法工程师,https://www.lagou.com/jobs/3907086.html,"WESTWELLlab西井科技
该企业已上传营业执照并通过资质验证审核",上海·长宁区,"20k-25k
经验不限",硕士,软件开发,[],"“氛围环境,6险1金,一线福利,团队有爱”","职位描述：
岗位描述:
1. 研究开发传统计算机视觉CV及深度学习视觉算法

任职要求: 
1. 熟悉c/c 和至少一种脚本语言，能够独立实现算法；
2. 熟悉开源深度学习框架和相关算法者优先；
3. 有机器学习经验或学术论文发表者优先；
4. 计算机视觉、应用数学等相关专业硕士及以上学历。
5. 精通激光、视觉(双目/单目)、RGBD至少一种SLAM算法;
6. 熟练掌握Ceres Solver,G2O至少一种优化非线性优化库;
7. 有良好的沟通能力和团队合作能力,善于沟通,工作自主驱动,具备良好的问题定位分析能力;
8. 有传感器融合方面的工作经验。"
自动驾驶算法工程师,https://www.lagou.com/jobs/5064443.html,"惠尔海工
该企业已上传营业执照并通过资质验证审核",深圳·海上世…,"15k-30k
经验不限",硕士,"人工智能
机器学习
深度学习
图像处理",[],“精英团队”,"职位描述：
职位诱惑：        
百度工程师,剑桥研究生,华为工程师,精英团队
职位描述：
岗位职责：
1、负责自动驾驶自主导航相关算法的研发，包括定位、建图、探索、路径规划和避障等。
2、负责算法的移植、优化和产品化等相关工作。
3、学习掌握业界前沿的研究成果，并转化为工程可实现的算法。
4、撰写发明专利、技术规范和软件文档，为工程和市场人员提供技术支持。
  岗位要求：
1、硕士及以上，具备扎实的数学基础。
2、具备一年以上的SLAM算法工作经验，熟悉激光SLAM或视觉SLAM者优先考虑。
3、从事过扫地机器人、无人驾驶、AGV，无人机等开发并成功推向市场的优先。
4、熟悉机器人自主导航中的路径规划，定位建图算法及探索规划导航算法等。
5、精通C/C++，具有扎实的代码功底和实战能力。
6、具有良好的沟通能力和表达能力，有较强的英文资料阅读能力
7、正直诚信，具有团队合作精神，具有较强的责任心和工作热情，学习和抗压能力强"
算法工程师（三维重建方向）,https://www.lagou.com/jobs/2610180.html,"非白
该企业已上传营业执照并通过资质验证审核",杭州·仓前,"8k-10k
经验不限",本科,"股票期权
节日礼物
技能培训
年度旅游",[],“法定节假日，带薪休假，五险一金”,"职位描述：
岗位职责
·负责三维扫描仪产品的算法开发与维护
·负责三维点云重建算法开发与维护
·负责相机标定相关算法开发与维护

任职要求
·熟悉立体视觉三维重建技术及相关代码的编写
·具有较强的图像处理和计算机视觉理论基础，熟悉计算机视觉多视几何相关知识，stereomatch、SFM、SLAM等；
·两年以上C++使用经验，熟练使用opencv或Halcon；
·熟悉常用特征点匹配akaze，sift，orb等；深厚的数学功底与算法理论研究能力；


  薪酬福利
    全职工8k起，实习生4k起（实习时长大于等于三个月）。试用期均为三个月。具体待遇视技术水平面议。有项目提成，油费、打车费、买书、买电脑、谈恋爱等均有补贴，不定时团队聚餐唱K，享受法定节假日休假，带薪休假，五险一金等。此外，我们不仅有世界级图形图像专家和国家高级工程师亲自辅导，还有人性化的程序猿鼓励师（美女）为你端茶倒水。
  公司简介
杭州非白三维科技有限公司，是一家专注于三维重建和三维机器视觉领域底层研发的技术创新型企业。公司技术力量队伍来自于微软亚洲研究院、浙大CAD（国家重点实验室）、浙大光电（国家重点实验室），技术组由多名博士生导师和海外博士后带队，拥有算法库、驱动、芯片级的技术底层开发能力。通过持续的创新，非白三维致力于为三维扫描行业、三维数据以及机器视觉相关企业客户提供性能强、体验佳的三维扫描解决方案。
公司CTO曾在微软亚研任职，从事图像图形方面相关研究，现在在浙大任职。也欢迎有意向者报名CTO名下，就读浙大博士生。
公司除研发团队外，运营团队均有90后组成，团队文化轻松、活泼、有趣，欢迎有志青年加入我们。"
高级机器学习算法工程师,https://www.lagou.com/jobs/3915097.html,"中科博宏
该企业已上传营业执照并通过资质验证审核",北京·朝阳区,"20k-30k
经验1-3年",硕士,"人工智能
深度学习",[],"“研究院,扁平管理,规划清晰”","职位描述：
职位描述：
1. 负责计算机视觉&机器学习（包括深度学习）算法的开发与性能提升，负责下述研究课题中的一项或多项，包括但不限于：人脸识别、检测、活体、跟踪、分类、语义分割、深度估计、图像处理、视频分析、3D图形与视觉、SLAM、强化学习、自然语言理解、机器人技术、模型压缩相关算法等；
2. 提出和实现最前沿的算法，保持算法在工业界和学术界的领先；
3. 推动计算机视觉&机器学习算法在众多实际应用领域的性能优化和落地。

任职要求：
1.硕士及以上学历，计算机、软件工程、模式识别等相关专业；
2.熟练掌握C++, 熟练掌握一门脚本语言（Python、Shell、Matlab等）；
3.熟练掌握至少一种主流深度学习算法框架（如Caffe, Caffe2, Mxnet,PyTorch, Tensorflow, Keras等）；
4.有较强的文献阅读、算法实现以及创新能力；
5.良好的沟通能力和团队合作能力；
6.满足以下一个或多个条件的，优先考虑：
    A. 有较强的研究能力者优先，例如在国际顶尖会议或期刊（包括但不限于CVPR, ICCV, ECCV, NIPS, ICML, AAAI, TPAMI, IJCV等）上发表过论文；
    B. 有较强的代码能力者优先，获得过ACM或其他商业代码竞赛的荣誉，或代码开源在GitHub上并有较大影响；
    C. 有较强的比赛经验者或者在重要数据集的排行榜上排名靠前的优先，包括但不限于ImageNet、PASCAL、LFW等；
    D. 有较丰富的相关经验者优先，比如有一年以上在人工智能领域公司进行计算机视觉&机器学习方面工作的经验，或来自国内外计算机视觉/机器学习/计算机图形学领域内知名实验室；
    E. 对Caffe, Mxnet,PyTorch, Tensorflow, Keras等的架构代码和设计逻辑有深入思考者优先。"
视觉感知算法工程师,https://www.lagou.com/jobs/4120290.html,"主线科技
该企业已上传营业执照并通过资质验证审核",北京·中关村,"20k-40k
经验应届毕业生",硕士,"人工智能
计算机视觉
图像处理
模式识别",[],"“核心岗位,竞争力薪酬,行业前景好”","职位描述：
岗位职责：
1、负责自动驾驶相关的视觉算法的研究
2、负责视觉算法的工程化和优化，保证算法研究落到实处
3、负责相应文档、专利以及软件著作权的撰写
    任职要求：
1、硕士及以上学历，研究方向围绕视觉相关领域展开
2、有检测跟踪/图像分割/视觉slam/识别相关经验
3、熟练掌握c/c++/python/matlab，以及opencv等库
4、具有较强的工程经验，能够将算法实现并工程化
5、有国际期刊和会议论文发表者优先

■我们的福利
1、丰厚的薪资奖金，核心岗位期权奖励+提供北京/天津/上海市户口指标
2、完善的七险一金
3、弹性工作制、免费工作餐及下午茶
4、丰富的团队活动及员工关怀活动
5、和善的老板及轻松的工作氛围
6、地处北京中关村核心区，交通便利
7、实习生/应届生由资深工程师“一对一”带领指导，并对优秀者提供转正机会"
三维重建视觉算法工程师--大数据(J13473),https://www.lagou.com/jobs/2562334.html,"滴滴出行
该企业已上传营业执照并通过资质验证审核",杭州·西湖,"25k-50k
经验3-5年",硕士,"弹性工作
节日礼物
岗位晋升
技能培训",[],“15薪、六险一金、期权、体检”,"职位描述：

工作职责：
1.具有计算机等相关专业本科及以上学历；
2.编程基础扎实，熟悉Linux操作系统，有较丰富cc++、python等开发经验；
3.熟悉multiview geometry和计算机视觉基本算法；
4.有立体视觉经验者优先；
5.有深度学习经验者优先；
6.具备较好的沟通表达能力和团队合作意识。


任职资格：
1.协助完成视觉三维重建相关的算法开发；
2.工作内容包括但不限于：立体匹配，structure from motion (sfm)visual slam，sensor fusion (sfm+imu+gps)，点云数据处理等。"
机器视觉算法工程师,https://www.lagou.com/jobs/5271607.html,"上海幻海
该企业已上传营业执照并通过资质验证审核",上海·徐家汇,"20k-40k
经验3-5年",硕士,"移动互联网
大数据
人工智能
机器学习
计算机视觉
图像处理",[],“技术氛围好，市场前景大，6险1金”,"职位描述：
岗位职责：

1. 从事基于多视几何技术的三维重建算法的研发工作；
2. 从事基于计算机视觉技术的定位算法研发工作；
3. 从事点云、深度图等3D数据的处理工作。

职责要求：

1. 具备一定的图像处理、点云处理及多视几何相关理论基础，了解SfM、MVS、SLAM等定位、三维重建相关技术及开源框架；
2. 熟悉单目相机、双目相机、RGBD相机、LiDAR等多种传感器设备、数据格式及相关数据处理算法；
3. 熟悉OpenCV、PCL、GDAL、PDAL等一种或多种开源库；
4. 精通C/C++、熟悉Python；
5. 热爱技术，有较强的分析、解决问题的能力。  "
图像算法工程师,https://www.lagou.com/jobs/4765571.html,"格纳微
该企业已上传营业执照并通过资质验证审核",长沙·麓谷,"8k-15k
经验不限",硕士,"图像处理
模式识别",[],"“五险一金,绩效奖金,项目奖金,年终双薪”","职位描述：
岗位职责
1、 图像处理、图像解译、目标识别等图像相关算法实现；
2、 利用图像进行定位系统设计与算法实现；
3、 图像定位结果与其它定位信息的融合；
  岗位要求：
1、 硕士及以上，985和211优先（可接收实习生），本科需一年以上相关岗位任职经历；
2、 有图像专业基础，熟练使用matlab和C语言；
3、 熟悉图像解译、摄影测量、信号处理等技术方向；
4、 熟练阅读和查阅国内外文献资料的能力，有独立解决和分析问题的能力；
5、 SLAM、图像解译等方向继续研究深造；
6、 专注于算法设计、开发、完善；
7、 未来愿意在机器学习、环境感知、SLAM算法方面继续深入研究的；"
C++路径规划算法工程师,https://www.lagou.com/jobs/4796439.html,"高仙机器人
该企业已上传营业执照并通过资质验证审核",上海·张江,"20k-40k
经验不限",本科,"年底双薪
股票期权
交通补助
午餐补助",[],"“技术大牛,扁平化管理,业内技术领”","职位描述：
 岗位职责：
1、负责机器人通用平台机器人相关算法的研究与开发；
2、负责机器人前沿科技相关算法的研究与开发。

任职要求：
1. 本科或本科以上学历，计算机相关专业毕业；
2. 熟悉数据结构，操作系统，计算机原理；
3. 对数理逻辑算法有浓厚的兴趣，逻辑思维清晰严谨；
4. 对机器人相关算法有较深的理解和认识，对SLAM，路径规划，机器人运动学相关领域有深入的研究；
5. 具备扎实的C++语言基础和相关计算机语言编程能力优先；
6. 熟悉机器人定位导航SLAM算法优先。"
3D算法工程师 / 图像算法工程师,https://www.lagou.com/jobs/5272751.html,"异方科技
该企业已上传营业执照并通过资质验证审核",深圳·福永,"12k-20k
经验1-3年",本科,"其他
深度学习
计算机视觉
图像处理
模式识别",[],“大咖 氛围好 下午茶 人性化办公”,"职位描述：
岗位责任：
1、负责公司产品基于3D视觉的精确尺寸测量算法；
2、负责点云处理（点云配准、拼接、去燥、特征提取）、三维重建；
3、配合团队研究及开发行业领先的实时SLAM算法；
4、配合硬件工程师制定镜头架设方案(根据镜头规格推导产品尺寸或结构)。

岗位要求：
1、硕士以上学历，计算机视觉、模式识别、图像处理等专业优先；
2、精通C++、熟练使用opencv两年以上；
3、有3D图形渲染开发经验，了解3D渲染基本流程
4、了解常规算法时间和空间复杂度，创新意识强，能自己设计算法
5、动手能力强、学习能力强、态度积极乐观、工作认真负责。"
计算机视觉实习生,https://www.lagou.com/jobs/5061527.html,"珊口智能
该企业已上传营业执照并通过资质验证审核",上海·张江,"8k-15k
经验应届毕业生",硕士,"人工智能
机器学习
图像处理",[],"“产品前景好,实习转正”","职位描述：
1、硕士及以上学历，工作经验不限
2、有VisualInertial Odometry或SLAM开发经验
3、熟悉部分以下算法：ORBSLAM、OKVIS、LSDSLAM、RTabmap
4、熟悉Feature提取与优化，熟悉DBoW、图优化，熟悉Visual inertial tightly coupled加速机制
5、有良好的编程基础，精通C/C++编程语言
6、有较强的学术能力，热爱技术，有探索精神"
算法工程师,https://www.lagou.com/jobs/5338928.html,"深圳市杉川机器人有限...
该企业已上传营业执照并通过资质验证审核",深圳·科技园,"10k-20k
经验1-3年",本科,,[],“发展前景”,"职位描述：
1、研究并开发机器人自主定位算法。包括基于EKF、PF进行激光、里程计、视觉等多信息融合，构建机器人运动模型、观测模型等概率学模型；
2、研究并开发机器人自主导航中的路径规划、运动规划等算法，以及遍历规划、探索规划等导航算法；
3、研究并开发机器人在未知环境中的地图构建算法。包括SLAM问题中的信息配准融合、闭环检测等前端算法以及贝叶斯滤波、图优化等后端算法；
4、基于仿真测试和实物测试，改进各部分算法，提升算法性能。
任职要求：
1、电子、自动化、计算机、软件或相关专业；
2、熟悉数据结构，操作系统，计算机原理，精通C/C++软件编程，熟悉面向对象设计方法；
3、了解移动机器人相关技术，有机器人开发经历或相关比赛经历者优先；
4、熟悉ROS，有过ROS开发经历者优先。
5、SLAM和导航、路径规划任意符合一项即可。"
自动驾驶-感知定位算法研究员／高级专家,https://www.lagou.com/jobs/4042151.html,"美团点评
该企业已上传营业执照并通过资质验证审核",北京·朝阳区,"30k-60k
经验3-5年",本科,"人工智能
计算机视觉
图像处理",[],"“自动驾驶,人工智能,计算机视觉,感知定位”","职位描述：
自动驾驶-感知定位算法研究员／高级专家
工作地点：北京
工作职责：
• 用视觉识别和理解复杂环境，为无人配送机器人提供视觉感知和定位解决方案
职位要求：
• 计算机或机器人相关专业，硕士毕业五年以上，博士毕业两年以上
• 有扎实的图像分析和模式识别理论基础，精通目标检测、跟踪、识别等常见的计算机视觉处理任务
• 有扎实的数学基础，精通常见的几何、统计学等，并熟悉这些技术在图像识别领域中的应用
• 有很强的工程能力，精通 C++ 语言以及至少另一种常见编程语言
• 对计算机结构有深刻的认识，能够开发高性能、实时运行的图像处理软件
• 具有机器人或无人驾驶相关项目经验，致力于创造解决实际问题的视觉感知技术
优先考虑：
• 熟悉visual SLAM 等在机器人定位和导航领域中常用的经典方法
• 熟悉stereo ， structured light， ToF 等三维成像原理和方法
• 熟悉高性能运算加速工具如 Neon 以及GPGPU 技术如 GLES， CUDA 和OpenCL 等
• 发表过CVPR/ECCV/ICCV/NIPS/ICML 等视觉和 AI 领域会议文章
• 熟悉图像识别领域的常见工具如 OpenCV 、PCL等"
三维重建视觉算法工程师-Voyager(J170525435),https://www.lagou.com/jobs/3171346.html,"滴滴出行
该企业已上传营业执照并通过资质验证审核",杭州·高新文…,"15k-25k
经验不限",不限,"人工智能
机器学习",[],“高薪”,"职位描述：
岗位职责
1. 协助完成视觉三维重建相关的算法开发；
2. 工作内容包括但不限于：立体匹配，structure from motion (sfm)/visual slam，sensor fusion (sfm+imu+gps)，点云数据处理等。
岗位要求：
1. 具有计算机等相关专业本科及以上学历；
2. 编程基础扎实，熟悉Linux操作系统，有较丰富c/c++、python等开发经验；
3. 熟悉multiview geometry和计算机视觉基本算法；
4. 有立体视觉经验者优先；
5. 有深度学习经验者优先；
6. 具备较好的沟通表达能力和团队合作意识。"
规划/导航算法工程师,https://www.lagou.com/jobs/5294899.html,"云深处科技
该企业已上传营业执照并通过资质验证审核",杭州·西湖区,"15k-25k
经验不限",硕士,"人工智能
机器学习",[],“智能机器人”,"职位描述：
岗位职责：
1、负责腿足机器人室内外路径规划、导航与避障算法的开发； 
2、开发未知环境中基于激光雷达和摄像头等信息的路径规划算法； 
3、算法的移植和产品化，使机器人具备精确和安全的移动能力。

岗位要求： 
1、硕士及以上学历，自动化、计算机、电子、传感器等相关专业；
2、精通机器人导航规划方法，了解SLAM的基础理论和算法；
3、掌握基于强化学习或其他学习方法进行移动机器人导航规划者优先；
4、熟练使用C++，Python等，掌握基础的数据结构与算法知识，具有较强的动手实现能力； 
5、具有较好的数学功底和良好的英语阅读能力，具有较强的学习能力；
6、工作主动性强，具体团队协作精神，能够承受一定的工作压力；
7、具有移动机器人实际项目开发经验者优先。"
定位与高精度地图算法工程师,https://www.lagou.com/jobs/4922907.html,"图森未来
该企业已上传营业执照并通过资质验证审核",北京·朝阳区,"25k-50k
经验应届毕业生",本科,人工智能,[],"“行业前沿,大牛云集,发展空间大,薪酬福利好”","职位描述：
岗位职责：
使用多源传感器（包括但不限于视觉与LiDAR）开发基于不同依据的高精度定位模块，用于自动驾驶中分米级别的高精度定位；
使用视觉和Lidar技术建立以上定位模块使用的高精度地图；
综合使用相关知识，完成大规模自动化的多源传感器标定（包括但不限于相机、LiDAR、IMU）。
任职要求：
了解计算机视觉中基本的几何知识；
了解常用vSLAM，VO/VIO或LiDAR SLAM算法，有实际动手或项目经验；
了解常用滤波算法，并可以灵活运用解决实际问题；
熟悉python, c++，有很强的动手能力；
加分项：
有计算机视觉或机器学习相关研究经验，有高水平论文发表；
参加kaggle比赛获得前十名者；
参加过ACM/ICPC等编程竞赛者取得优异成绩。"
传感器标定算法工程师,https://www.lagou.com/jobs/5242579.html,"牧月
该企业已上传营业执照并通过资质验证审核",深圳·龙华新…,"25k-50k
经验1-3年",硕士,"计算机视觉
图像处理",[],"“技术大牛,免费食宿,高薪高福利,无限零食”","职位描述：
岗位职能：
1、负责激光雷达融合标定算法研发；
2、负责相机标定算法研发；
3、传感器融合标定算法研发；
4、在线标定算法研发；

任职要求：
1、具有计算机等相关专业本科及以上学历；
2、编程基础扎实，熟悉Linux操作系统，精通c/c++语音；
3、对点云拼接等问题有深入了解与实践经验；
4、对传统图像算法有比较深入的理解；
5、具有扎实的三维几何、运动学以及视觉几何基础，包括坐标系变换、手眼标定、单目、多目视觉几何等；
6、有基于深度学习解决标定问题经验强加分；
7、有独立实现过LiDAR-SLAM以及Visual-SLAM/SfM算法者优先；
8、熟悉IMU，GPS，等传感器特性；
9、具备较好的沟通表达能力和团队合作意识；"
算法优化工程师,https://www.lagou.com/jobs/3558183.html,"奥比中光
该企业已上传营业执照并通过资质验证审核",深圳·南山区,"15k-30k
经验3-5年",硕士,"技能培训
节日礼物
年底双薪
股票期权",[],"“发展空间大,研发消费级,具有核心技,芯片自主研”","职位描述：
工作职责：
1. 负责优化计算机视觉、模式识别算法在ARM处理器上的性能
任职资格：
1. 985/211 硕士及以上学历，计算机、电子信息类相关专业
2. 具有良好的计算机体系结构和算法基础
3. 3年以上C/C++开发经验，熟练使用Linux开发环境，GNU开发工具链开发调试
4. 熟悉ARM的流水线优化，丰富的NEON及多线程加速经验
5. 有计算机视觉、模式识别、SLAM相关工作经验优先
6. 良好的沟通能力和团队协作能力"
感知工程师,https://www.lagou.com/jobs/5258109.html,"微壳
该企业已上传营业执照并通过资质验证审核",北京·酒仙桥,"30k-50k
经验1-3年",硕士,"地图
汽车
人工智能
图像处理
算法
计算机视觉",[],"“知名企业,16薪,七险一金,学霸集中营”","职位描述：
职位描述：
· 基于多传感器数据（camera、radar、lidar等），研发和实现能够理解复杂环境的感知算法。
· 开发能够用于真实场景、在车上运行并实现量产的感知模块。

任职要求：
· 硕士及以上计算机或相关专业学历；
· 熟练使用Linux，熟悉C/C++；
· 有计算机视觉算法相关经验；
· 有编程和算法设计经验；
· 有较强数学和概率论能力；
· 有pose estimation，SLAM，probabilistic filtering相关经验优先；
· 有多种传感器（camera、radar、lidar、IMU、GPS等）的使用经验优先；
· 有无人车、无人机或机器人相关经验优先 ；
· 熟悉3D数据和表示（point cloud、meshes等）优先；
· 熟悉最新的Deep Learning、CNN相关算法和框架优先；
· ACM、NOIP、NOI、IOI参赛并获奖者优先。"
